A-1375917,2,0,Charlotte,NC,28216-7604
A-4672283,2,0.227,Kansas City,KS,66111
A-4353361,2,0.209,Duluth,GA,30096
A-2146104,2,1.2899999618530271,Tulsa,OK,74145
A-1896735,2,0,Wesley Chapel,FL,33544
A-7118894,2,0,Upland,CA,91784
A-4777889,2,6.774,Philadelphia,PA,19131
A-3389865,3,2.059999942779541,Gastonia,NC,28052-8422
A-5983261,2,1.514,Hanford,CA,93230
A-5513574,2,3.27,Boca Raton,FL,33487
A-6252034,2,1.258,Saint Peter,MN,56082
A-6952278,2,0.375,Calabasas,CA,91302
A-1712570,3,0,Nashville,TN,37211
A-1585675,2,0,Manning,SC,29102
A-1437411,2,0,Riverside,CA,92503
A-6042108,2,0.65,Aurora,CO,80012
A-1003157,2,0,Dorchester Center,MA,02124-3732
A-3048790,2,0,Baton Rouge,LA,70815-4024
A-4417230,2,0.984,Eagle Springs,NC,27376-9070
A-6681389,2,0.526,New Haven,CT,06513
A-4340836,2,4.3260000000000005,Pittsburgh,PA,15237
A-5626658,2,0.072,Norris,SC,29667-9732
A-3356152,3,0,Hartford,CT,06120
A-1818328,3,0,Birmingham,AL,35204
A-2976222,2,0,Beaufort,SC,29906-9051
A-269774,2,0.01,San Antonio,TX,78210
A-5345196,2,11.022,Kingsville,MD,21087
A-74099,2,0.01,Los Angeles,CA,90004
A-1227189,3,0,Daphne,AL,36527
A-5339557,2,0.423,Hardin,MT,59034
A-1026551,3,0,Leawood,KS,66211
A-3652925,2,0.023,Pasadena,CA,91107-3804
A-1113875,2,0,South San Francisco,CA,94080
A-2146247,2,0,Birmingham,AL,35206
A-7577936,2,0.435,Tolleson,AZ,85353
A-3046164,3,0,Saint Paul,MN,55115
A-7378673,2,0.126,Belmar,NJ,07719-3701
A-2682954,2,0,Tulsa,OK,74108-7721
A-2623666,3,0,Niagara Falls,NY,14304
A-1702054,2,0,Goleta,CA,93117
A-6315444,2,0.152,Tempe,AZ,85282-1112
A-2437306,3,0,New Orleans,LA,70126
A-6313921,2,1.957,Lake Elsinore,CA,92530
A-5025416,2,0.08,Fresno,CA,93725-9507
A-677504,2,0,Hanson,MA,02341-1664
A-6493899,2,2.252,Downey,CA,90241
A-6394172,2,0.102,Baton Rouge,LA,70805-3209
A-6097712,2,0.02,Woodruff,SC,29388-9759
A-6469662,2,0.747,Miami,FL,33127
A-5718725,2,0.171,Nashville,TN,37209-5620
A-3417061,3,1.177,Milpitas,CA,95035
A-848974,3,0,Port Allen,LA,70767
A-2407928,2,0,Charlotte,NC,28227-7710
A-4709541,2,0.029,Miami,FL,33176
A-2773,3,0,San Pablo,CA,94806
A-7635919,3,0.682,Springfield,VA,22150
A-5023963,2,0.999,Portland,OR,97214
A-1095067,2,0,Tucson,AZ,85719
A-2396565,3,18.62000084,Halsey,OR,97348
A-5460148,2,5.287000000000001,Manteca,CA,95336
A-5032361,2,0.4270000000000001,Miami,FL,33136
A-3084138,2,0,Warrenville,IL,60555
A-5334228,2,0.189,Ligonier,PA,15658-3629
A-4126962,2,0.49,Renton,WA,98055
A-6409141,2,0.239,Jackson,MS,39213
A-484459,2,0.02,Dallas,TX,75204-5065
A-1491039,2,0,Dallas,TX,75232
A-6924565,2,0.813,Atlanta,GA,30339
A-3944426,2,0.3720000000000001,Mountain Ranch,CA,95246-9742
A-1976668,3,0,Deerfield Beach,FL,33441
A-7700674,2,0.288,Justice,IL,60458
A-6338239,2,0.14,Marion,SC,29571-7611
A-1512721,2,0,Dallas,TX,75219
A-2057047,2,0,Detroit,MI,48234
A-2033584,2,0,Carson City,NV,89703
A-486653,2,0.2700000107288361,Houston,TX,77006
A-1570279,3,0,Crothersville,IN,47229
A-4124024,2,7.004,Federal Way,WA,98003
A-2945643,2,0,Puyallup,WA,98371
A-525855,3,1.6699999570846558,Indianapolis,IN,46224
A-3183736,3,0,Westport,CT,06880
A-4961170,2,0.038,Miami,FL,33150
A-6217846,2,0.216,New Orleans,LA,70112-1025
A-5363880,2,0.684,Manchester Township,NJ,08759
A-4322241,2,8.898,Grand Rapids,MI,49504
A-1769678,2,0,Raleigh,NC,27604-3482
A-7367626,2,0,Cerritos,CA,90703
A-5961610,2,5.652,Toano,VA,23168
A-1346077,2,0,Boston,MA,02199-7617
A-2516078,3,1.7000000476837158,Yulee,FL,32097
A-3608922,2,0.918,Placentia,CA,92870
A-6277736,2,0.319,Greer,SC,29650-2967
A-7476766,2,0.531,Fremont,CA,94538
A-5435876,2,0.157,Houston,TX,77024-3732
A-552554,3,0,Framingham,MA,01702
A-6780520,2,0.085,Myakka City,FL,34251-4300
A-3415860,2,0.049,Oakland,CA,94602
A-3961961,2,0.956,Los Angeles,CA,90007
A-3940805,2,0.104,Greenville,SC,29605
A-3472031,3,0.201,Nashville,TN,37206
A-7272258,2,0,Los Angeles,CA,90040
A-6581411,2,0.399,Orlando,FL,32837-8303
A-342351,2,0.01,San Jose,CA,95112
A-4895757,2,0.156,West Sacramento,CA,95691
A-1095979,3,0,Oakland,CA,94607
A-396560,2,0,Modesto,CA,95351
A-271456,2,0,Missouri City,TX,77459-4364
A-6790595,2,0.065,Lehigh Acres,FL,33973-6001
A-4203023,2,0.102,Compton,CA,90221
A-1859717,2,0,Nashville,TN,37210-3102
A-6359672,2,0.335,Atlanta,GA,30331
A-6802614,2,0.094,Piedmont,SC,29673-9680
A-494922,3,0,Los Angeles,CA,90003-1850
A-4175320,2,0.99,Lakeport,CA,95453
A-5801597,2,1.182,Durham,NC,27705
A-2940126,2,0,Tucson,AZ,85743
A-4334804,2,1.72,Rochester,MN,55904
A-2025903,3,0,Tucson,AZ,85756
A-6884120,2,0.048,Miami,FL,33156-6510
A-4743555,2,0.196,Rye,CO,81069
A-3304029,3,0,Plantsville,CT,06479
A-3488699,2,0,Hoosick Falls,NY,12090-3426
A-2679885,3,0,Newark,NJ,07114
A-7070043,3,0.104,Forest Hills,NY,11375
A-7428675,2,0.032,Spanish Fork,UT,84660-9230
A-1150488,3,0,Columbus,OH,43204
A-7481753,2,0.468,Alexandria,VA,22310
A-7742396,2,9.635,Defuniak Springs,FL,32435
A-6521373,2,1.396,Birmingham,AL,35235
A-5653375,2,5.416,Boca Raton,FL,33486
A-769744,3,0,Bronx,NY,10463
A-1099801,2,0,Hawthorne,CA,90250
A-884074,2,0.4399999976158142,Minneapolis,MN,55422
A-1253947,2,0,Fallbrook,CA,92028-9478
A-1592348,3,0,Bellevue,WA,98004
A-2581524,3,0,Newport,KY,41071
A-5341805,2,0.037,Greeneville,TN,37743-3493
A-415195,3,0.01,Atlanta,GA,30331
A-7006605,2,0,Riverside,MO,64150
A-2209768,3,0,Golden,CO,80401
A-3747367,2,1.213,Tampa,FL,33612
A-1930254,2,0.5699999928474426,Jordan,MN,55352
A-6916918,2,1.22,Natural Bridge,VA,24578
A-3810404,2,1.286,Atlanta,GA,30349
A-168174,3,0.01,Chicago,IL,60656
A-7205454,1,0,Colorado Springs,CO,80921-3133
A-6426721,2,0.399,Miami,FL,33179
A-5174543,2,0.537,Port Byron,NY,13140
A-5451250,2,9.67,Stafford,VA,22554
A-3068689,2,0,Flint,MI,48503-1850
A-1270880,2,0,Charlotte,NC,28205
A-7390828,2,0,Solana Beach,CA,92075
A-926935,2,0,Calabasas,CA,91302
A-327824,2,0.01,Yonkers,NY,10710
A-4127140,4,0.145,Scottsburg,OR,97473-9746
A-6463662,2,0.078,Bluffton,SC,29910-8663
A-7160209,2,0,Riverside,CA,92507
A-4239109,2,4.073,Indianapolis,IN,46280
A-1859779,2,0,Shreveport,LA,71101-4041
A-3633013,2,0.4370000000000001,Ravenswood,WV,26164
A-5689548,2,0.417,East Stroudsburg,PA,18301
A-3969092,2,0.17,Baton Rouge,LA,70808-3117
A-3433412,2,0.211,Lenexa,KS,66227
A-6513158,2,0.6970000000000001,Harrisburg,PA,17110
A-3335410,3,0,Chelmsford,MA,01824
A-6048961,2,1.21,Barboursville,WV,25504
A-7500771,3,0.286,Houston,TX,77029
A-2124370,2,0,Isleton,CA,95641-9701
A-3666085,2,0.59,Cornelius,NC,28031
A-6418603,2,0.122,Jenkintown,PA,19046-2955
A-6953845,2,0.025,Miami,FL,33180
A-5143139,2,1.455,Detroit,MI,48235
A-3665045,2,3.759,Anaheim,CA,92808
A-529036,2,0,Davenport,IA,52806
A-7021811,4,0.691,New Castle,DE,19720-2149
A-6918953,2,0.049,Madison,TN,37115-3557
A-3472388,2,0.747,Chicago,IL,60638
A-7714115,3,0.82,Dallas,TX,75241
A-2791573,2,0,San Bernardino,CA,92405
A-1005528,2,0,Seneca,SC,29672-2132
A-2064462,2,0,Philadelphia,PA,19152
A-3553940,2,0.095,Los Angeles,CA,90071
A-4531186,2,0.299,New Orleans,LA,70125-3918
A-2780810,2,0,Gilbert,SC,29054-9275
A-4962328,2,0.557,Alhambra,CA,91803
A-788270,2,0,Tempe,AZ,85281
A-4923882,2,0.039,Milwaukee,WI,53207
A-450965,2,0.02,Austin,TX,78731-4251
A-7338921,2,0,Bell Gardens,CA,90201
A-7156173,2,0,West Valley City,UT,84119
A-5778737,2,0.816,Aston,PA,19014-3032
A-4842641,2,0.7959999999999999,Irmo,SC,29063-8793
A-6174608,2,0.636,Grosse Tete,LA,70740
A-6655996,2,0.6629999999999999,Early Branch,SC,29916-7835
A-3939378,2,0.06,Richmond,VA,23221
A-1804185,2,0,Richmond,VA,23223-3431
A-6430543,2,0.065,Garner,NC,27529-4858
A-6535932,2,0.058,Nashville,TN,37206-4112
A-6202285,2,1.551,Oakland,CA,94607
A-6731844,2,1.964,Anaheim,CA,92801
A-4787390,2,0.123,Lynchburg,VA,24501
A-4123869,2,1.703,Sacramento,CA,95827
A-1694605,2,0,Nashville,TN,37211-4107
A-5727661,2,1.2009999999999998,Indianapolis,IN,46268
A-2942615,2,0,Nashville,TN,37209-5004
A-3896369,2,0.056,Lincoln Park,MI,48146
A-7218373,2,0,San Francisco,CA,94107
A-6471276,2,0.498,Birmingham,AL,35223
A-4835306,2,0.035,Anaheim,CA,92804
A-1527000,2,0,Dayton,OH,45406-2733
A-4689869,2,0.387,Aurora,OR,97002-9413
A-1038572,2,0,Wilmington,DE,19805-5311
A-2403882,3,0,Saint Paul,MN,55130
A-1118992,2,0,Bradenton,FL,34203
A-6419011,2,3.0860000000000003,Lodi,NJ,07644
A-1781333,3,0,Dayton,OH,45405
A-1935723,2,0,Arlington Heights,IL,60004
A-1009501,2,0,Cleveland,OH,44113-1018
A-2677210,3,0,Albany,NY,12204
A-5187507,2,0.126,Junction City,OR,97448-9667
A-1593125,3,0,Brookpark,OH,44142
A-7763663,2,0.56,Tujunga,CA,91042
A-3544812,2,0.609,Los Angeles,CA,90027
A-2706824,2,0,Los Angeles,CA,90012
A-5086792,2,3.323,Bozeman,MT,59715
A-825429,3,0,Hayward,CA,94544
A-1493932,2,0,Hanford,CA,93230-9730
A-7763271,2,0.227,Orlando,FL,32824
A-1413704,2,0.4900000095367432,Lehigh Acres,FL,33936-4920
A-1127178,2,0,Orlando,FL,32818
A-2948670,2,0,Los Angeles,CA,90029-1105
A-4239450,2,0.179,Bowling Green,OH,43402
A-1862478,2,0,Houston,TX,77015-6704
A-215964,3,0,Old Westbury,NY,11568
A-5666858,2,0.347,Antioch,TN,37013
A-3390465,2,0,Beaufort,SC,29907-1457
A-4855796,2,0.639,Edinburg,PA,16116-1924
A-4874039,2,0.102,Lamont,FL,32336
A-6314453,2,0.233,Fremont,CA,94555
A-52733,3,0,Montclair,CA,91763
A-5018507,2,3.202,Hialeah,FL,33016
A-3030044,3,0,Pompano Beach,FL,33069
A-3738992,2,4.3210000000000015,Ontario,CA,91764
A-6314080,2,0.071,Houston,TX,77057-5102
A-4030446,2,0.512,Santa Ana,CA,92707
A-5957401,2,0.519,Brentwood,CA,94513-5232
A-4203018,2,0.388,Flushing,NY,11367
A-1801034,2,0,Evansville,IN,47725
A-6394884,2,1.082,Maple Grove,MN,55311
A-6616577,2,0.179,Baker City,OR,97814
A-7111485,2,0,Glendale,CA,91206
A-5597286,2,0.017,Baton Rouge,LA,70806-4611
A-1903800,3,0,Oklahoma City,OK,73112
A-835183,2,0,Oklahoma City,OK,73116
A-424907,2,0,Norristown,PA,19401-3835
A-5911440,2,0.95,Escondido,CA,92026
A-3789954,2,0.753,Martinez,CA,94553
A-5953485,2,3.734,Pendleton,OR,97801
A-3695627,2,14.065,Irvine,CA,92618
A-3969692,2,0.8959999999999999,Victorville,CA,92392
A-5383260,2,2.398,Beacon,NY,12508
A-2476881,3,0.8999999761581421,Wilmington,CA,90744
A-1981195,2,0,Pike Road,AL,36064-2226
A-3112525,2,0,Greensboro,NC,27409-2715
A-5920202,2,0.215,Charlotte,NC,28217
A-3735185,2,0.046,Los Angeles,CA,90065
A-4944454,2,0.1669999999999999,Kansas City,MO,64116
A-1945061,2,0,Columbia,SC,29205-4401
A-6666307,2,0.302,Fort Myers,FL,33912
A-3670701,2,0.65,Pleasanton,CA,94588
A-843686,3,0,Long Beach,CA,90806
A-2094653,3,0,Charlotte,NC,28216
A-594142,3,0,West Columbia,SC,29170
A-4236767,2,0.27,San Diego,CA,92114
A-7467457,2,1.473,Lewisville,TX,75067
A-6701191,2,0.27,Baton Rouge,LA,70816-6309
A-1129264,3,3.0799999237060547,Columbus,OH,43229
A-7111587,2,0,Montebello,CA,90640
A-2155767,2,0,Rancho Cucamonga,CA,91737
A-5051292,2,0.009,Miami,FL,33183
A-4259506,2,0.124,Columbia,SC,29203-3020
A-3886112,2,0.177,Miami,FL,33184-3033
A-5363889,2,8.032,Bethlehem,PA,18017
A-1866229,2,0,Santa Ana,CA,92705
A-4126611,2,0.273,Hialeah,FL,33015-4002
A-7424903,2,0.753,Seaside,OR,97138-6162
A-3785354,2,0.185,Ripley,WV,25271
A-6744135,4,0.484,Lancaster,VA,22503-2603
A-3792275,2,0.076,Miami,FL,33190-1772
A-2906251,2,0,Mobile,AL,36607
A-3729402,2,1.247,San Bernardino,CA,92404
A-4250658,2,1,Visalia,CA,93291
A-5029869,2,7.331,Hacienda Heights,CA,91745
A-467167,3,0,Tampa,FL,33613
A-109562,3,0.01,Desert Hot Springs,CA,92240
A-2966252,2,0,Houston,TX,77026
A-5892515,2,1.085,Fullerton,CA,92831
A-3642148,2,0.588,Miami,FL,33126
A-3308271,2,0,Austin,TX,78729
A-5386878,2,0.192,Bay City,MI,48706
A-5712351,2,2.847,Pomona,CA,91766
A-4547383,2,0.014,Enoree,SC,29335
A-2973313,2,0,Greenville,SC,29617-6702
A-1293470,2,0,Old Hickory,TN,37138-2854
A-2343126,3,0,Dixon,IL,61021
A-7016699,1,0,South Chesterfield,VA,23834-5393
A-3566616,2,0.218,San Jose,CA,95129
A-1009368,2,0,Westport,CT,06880
A-3696100,2,0.051,South Amboy,NJ,08879
A-1761228,2,0,Mccomb,MS,39648-9526
A-5433835,2,0.014,Orlando,FL,32825
A-4602117,2,4.214,Ocala,FL,34476
A-3115231,2,0,Indianapolis,IN,46228-2072
A-2319783,2,0,Garden Grove,CA,92844
A-2192553,3,0,Nanuet,NY,10954-5941
A-1523471,3,2.559999942779541,Gainesville,FL,32607
A-6438537,2,1.026,Polkton,NC,28135-9266
A-1659588,2,0,Tuscaloosa,AL,35405
A-7030945,2,0.023,Wellington,FL,33414
A-7546920,2,0.082,Portland,OR,97232
A-5880113,2,0.979,San Jose,CA,95136
A-2574020,2,0,Columbia,SC,29210
A-5392312,2,0.8140000000000001,Dallas,TX,75220
A-7660146,3,0.234,Kansas City,MO,64108
A-1957486,2,0,Charlotte,NC,28209
A-770227,2,0,Greer,SC,29651-5905
A-7040416,1,0,Whitsett,NC,27377
A-7761571,2,1.196,Vida,OR,97488-9736
A-766480,2,0,Quincy,FL,32352-8000
A-7145968,2,0,Oakland,CA,94607
A-6044753,2,0.7609999999999999,San Diego,CA,92105
A-980687,2,0,Hammonton,NJ,08037
A-5451780,2,0.115,Seattle,WA,98105
A-1655297,3,0,Memphis,TN,38106
A-4545231,2,0.274,Dallas,TX,75261
A-115868,2,0,Rosemead,CA,91770
A-2156333,2,0,Charlotte,NC,28204-3210
A-7460270,2,0.018,Bellevue,WA,98008
A-7668816,3,0,Bethlehem,GA,30620-2203
A-3981678,2,0.023,Columbia,SC,29203-9722
A-2351787,2,0,Morton,IL,61550-9617
A-7135757,3,2.17,Wilmington,DE,19801
A-6774727,2,0.186,Bay Minette,AL,36507-7208
A-7495491,3,0.196,Roseville,CA,95661
A-5158595,2,2.202,Plant City,FL,33565
A-3558552,3,0.769,Fort Lauderdale,FL,33317
A-2106843,2,0,Sacramento,CA,95815
A-6389980,2,0.104,Norristown,PA,19401-1514
A-6139576,2,0.51,Berkeley,CA,94710
A-6821434,2,1.946,Lebec,CA,93243
A-7229251,2,0,Neskowin,OR,97149
A-5310315,2,2.333,Redlands,CA,92374
A-5117872,2,0.605,Pittsburgh,PA,15211
A-6939137,2,0.7559999999999999,Kissimmee,FL,34747
A-3786162,2,0.073,Lenexa,KS,66215
A-5146492,2,0.154,Mesquite,NV,89027-5128
A-326048,3,0.01,Caledonia,MI,49316
A-6113728,2,0.12,Miami,FL,33183
A-4947555,2,1.71,Greenville,SC,29605-48ND
A-1571616,3,0,Jacksonville,FL,32207
A-4339994,2,0.314,Dallas,TX,75224
A-17980,2,0.01,San Francisco,CA,94132-3295
A-7115430,2,0,Middletown,CA,95461
A-2369962,2,0,Huntsville,AL,35805
A-6633486,2,0.143,Portland,OR,97210
A-72942,2,0.01,Los Angeles,CA,90007-1848
A-4843112,2,1.531,West Nyack,NY,10994
A-1255190,2,0,Dallas,TX,75220
A-5869581,2,3.892,Bland,VA,24315
A-5334430,2,0.037,Red Lion,PA,17356-9067
A-5690022,2,0.071,Kings Mountain,NC,28086-7661
A-5304995,2,0.4,Brooklyn,NY,11231
A-4800086,2,0.04,San Jose,CA,95122
A-2972961,2,0,Charlotte,NC,28202-2116
A-2963413,3,0,Houston,TX,77055
A-7490321,2,1.5519999999999998,Gilchrist,OR,97737
A-5358139,2,0.011,Hatboro,PA,19040
A-3414834,2,0.797,Danville,CA,94526
A-5295682,2,0.195,Spartanburg,SC,29301-2607
A-4251652,2,0.082,Simpsonville,SC,29680-7331
A-2521379,2,0,Augusta,GA,30909
A-3072660,2,0,Mullins,SC,29574-7051
A-7102820,2,0,Rio Vista,CA,94571
A-6391446,2,0.386,Anthony,FL,32617-2624
A-7369786,2,0.124,West Valley City,UT,84119
A-5876121,2,0.304,Strongstown,PA,15957-9402
A-1427156,2,0,Kingwood,TX,77339-1052
A-2947616,2,0,Hanover Park,IL,60133
A-1027451,2,0,Foxboro,MA,02035
A-6969519,2,0.059,Charleston,WV,25302-2124
A-6184500,2,1.062,Nephi,UT,84648
A-3227770,2,0,Roxbury,MA,02119-2538
A-2843071,3,0,Houston,TX,77096
A-5037112,2,1.128,Raleigh,NC,27606
A-7555941,2,0.753,Staten Island,NY,10314
A-3709864,2,0.998,Washington,DC,20032
A-5996000,2,0.171,Jackson,MS,39204
A-5870970,2,0.4270000000000001,Spartanburg,SC,29301
A-5445729,2,0.068,Manassas,VA,20110
A-5669811,2,0.642,San Diego,CA,92108
A-5096407,2,5.256,Hillside,IL,60162
A-3120955,2,0,Fort Worth,TX,76111
A-4163596,2,0.112,Irvine,CA,92602
A-369853,3,0.01,Detroit,MI,48210
A-5603464,2,1.271,Westminster,CA,92683
A-1682241,2,0,Aptos,CA,95003
A-1811443,3,0,Davenport,FL,33837
A-5028364,2,0.805,Sacramento,CA,95816
A-1795388,2,0,Reedley,CA,93654-9442
A-4974768,2,0.274,Upper Marlboro,MD,20772
A-4760561,2,1.182,Raleigh,NC,27603-5243
A-7228169,2,0,Los Angeles,CA,90022-1702
A-5452311,2,8.67,Miami,FL,33127
A-6969857,2,0.452,Delano,CA,93215
A-6613750,2,0.47,Orem,UT,84057
A-4402397,2,0.406,La Pine,OR,97739
A-3498566,2,0.287,Syosset,NY,11791
A-2337091,2,0,Chattanooga,TN,37415
A-5800268,2,0.133,Lugoff,SC,29078-8205
A-3988464,2,1.06,Fremont,CA,94538
A-6801644,2,0.115,Waco,TX,76706-2484
A-3150793,2,0,Grand Rapids,MI,49504
A-5757839,2,0.62,San Bernardino,CA,92408
A-4238782,2,0.508,Portland,OR,97205
A-6672281,2,0.96,Apex,NC,27539
A-7344421,2,0,Byron,CA,94514
A-29403,2,0,Elk Grove,CA,95624
A-6709078,2,1.585,Dover,NJ,07801
A-4637077,2,0.5479999999999999,Elk River,MN,55330-9252
A-3859814,2,0.039,Rochester,NY,14609
A-6600162,2,2.4730000000000003,Linden,VA,22642
A-3705020,2,0.067,Detroit,MI,48226
A-6824219,2,2.085,Tampa,FL,33637
A-1218957,2,0,Fayetteville,GA,30214
A-5514547,2,0.185,Laughlintown,PA,15655-2700
A-6269928,2,0.056,Ogden,UT,84404-5643
A-6677617,2,0.333,Chantilly,VA,20151
A-2157667,2,0,Montgomery,AL,36105
A-321142,2,0.01,Spring Hill,FL,34609
A-1900063,3,0,Fairfax,VA,22033
A-1969183,2,0,Palmdale,CA,93551
A-1252560,4,2.5699999332427983,Columbus,OH,43224
A-6535961,2,0.145,Dallas,TX,75224
A-3481247,2,0.009,Riverview,FL,33578-4357
A-6561961,2,0.067,Chino,CA,91710
A-1342757,3,0,Boston,MA,02109
A-1487020,2,0,Flint,MI,48504-4711
A-4931925,2,0.794,Marietta,GA,30066
A-1982617,4,1.6100000143051147,Atlanta,GA,30336
A-4804707,2,0.255,Newberry,FL,32669-2801
