ID,Severity,Distance(mi),City,State,Zipcode
A-2901394,2,0.7599999904632568,Shingle Springs,CA,95682
A-6475994,2,0.022,Garden Grove,CA,92843-2249
A-384489,3,1.1,Pittsburgh,PA,15222
A-3791717,2,1.103,Kansas City,MO,64132
A-2356502,3,0,Louisville,KY,40299
A-1684310,3,0,Baton Rouge,LA,70802
A-1182138,2,0,East Tehama,CA,96035
A-902396,2,0,Hazel Green,AL,35750-9405
A-2354773,2,0,Wauconda,IL,60084-9796
A-3858297,2,1.497,Igo,CA,96047
A-7378203,2,0,Newark,CA,94560
A-2999767,2,0,Houston,TX,77072
A-1689713,3,0,Vancouver,WA,98686-2701
A-536365,2,1.1299999952316284,Marysville,CA,95901-8719
A-489366,3,0,Dallas,TX,75244
A-3533241,2,0.5,Enumclaw,WA,98022
A-6554219,2,0.181,Petaluma,CA,94952
A-1405487,2,0,Kansas City,MO,64119
A-3359078,3,0,Spartanburg,SC,29301
A-1897522,2,0,Baton Rouge,LA,70816
A-31889,2,0.01,San Bruno,CA,94066-5551
A-2845318,2,0,Oklahoma City,OK,73112-2055
A-5186521,2,0.025,York,PA,17404-3527
A-4837045,2,0.412,Charlotte,NC,28208-3705
A-196396,2,0.01,Irvington,NY,10533
A-7084492,2,0.048,Livermore,CA,94551
A-3409426,2,0,Colorado Springs,CO,80905
A-6433024,2,0.218,Navarre,FL,32566-8003
A-6432598,2,0.131,Burton,MI,48529-1160
A-1307876,2,0,Portland,OR,97225
A-6193177,2,1.1,Indianapolis,IN,46214
A-4790780,2,0.888,New York,NY,10021
A-489244,2,0,Austin,TX,78741-5701
A-2224165,2,0,Raleigh,NC,27612-3926
A-173834,3,0,Bridgeview,IL,60455
A-2708736,3,0,Bow,WA,98232
A-2702572,2,0,Mims,FL,32754-5770
A-4860551,2,0.7659999999999999,San Antonio,TX,78227
A-5963604,2,0.148,Hartsel,CO,80449
A-4586046,2,6.357,Ovid,CO,80744
A-1184448,3,0,Oklahoma City,OK,73108
A-6940983,2,0.302,Houston,TX,77020
A-6347226,2,0.475,El Monte,CA,91732
A-5863488,2,1.145,Dallas,TX,75240
A-6692569,2,0.141,Dennis,MS,38838-9500
A-7023693,2,0,Rochester,NY,14618
A-6037974,2,10.004,Bowman,SC,29018
A-3083241,2,0,Columbus,OH,43227-2246
A-5820712,2,0.7879999999999999,Los Angeles,CA,90047
A-7687950,2,0.102,Scarborough,ME,04074
A-7707343,3,0.224,Saint Petersburg,FL,33712
A-4530816,2,1.261,Davenport,FL,33837
A-6014694,2,0.345,Hopkins,MN,55343-6986
A-1777130,2,0,Weyers Cave,VA,24486-2214
A-1834972,2,0,Dayton,OH,45429
A-7657254,3,0.804,Birmingham,AL,35228
A-882432,2,0,Atwater,CA,95301
A-5555543,2,0.232,Frederick,MD,21704
A-6588143,2,0.121,Chattanooga,TN,37404-5924
A-5409585,2,1.58,Milpitas,CA,95035
A-7677391,2,2.67,Titusville,FL,32780
A-316107,2,0.01,Sacramento,CA,95823
A-5750542,2,1.325,La Marque,TX,77568
A-6399409,2,0.504,Lancaster,TX,75134
A-4822044,2,0.857,Dallas,TX,75240
A-1808438,2,0,Salt Lake City,UT,84116
A-2971632,3,0,Omaha,NE,68105
A-1440348,3,0,San Bernardino,CA,92410
A-4220993,2,0.073,Fort Mill,SC,29708
A-4482271,2,0.072,Tucson,AZ,85705-3516
A-7655438,2,0.512,Sugar Grove,IL,60554
A-6894475,2,5.395,Port Allen,LA,70767
A-4794150,2,0.33,Henrico,VA,23231
A-7694285,2,0.789,Corona,CA,92879
A-2050949,2,0,Buffalo,NY,14227
A-177886,3,0,Saint Louis,MO,63106
A-2469047,3,0,Micanopy,FL,32667
A-6294112,2,0.159,Glenside,PA,19038-7612
A-2785965,2,0,Lafayette,LA,70508
A-3622410,2,0.37,Berkeley,CA,94710
A-5605226,2,0.964,Seymour,CT,06483
A-6955870,2,0.017,Carmichael,CA,95608-1715
A-7222148,2,0.961,Arlington,OR,97812
A-6590692,2,3.796,Portland,OR,97225
A-7386621,2,0,Porterville,CA,93257
A-781219,2,0,Santa Monica,CA,90403-2236
A-5784913,2,0.433,Lancaster,PA,17603-4859
A-304539,3,0,Fort Worth,TX,76111
A-1094718,2,0,Austin,TX,78723-5728
A-3434246,2,0.187,Dallas,TX,75223
A-980552,3,0,San Gabriel,CA,91776
A-5813383,2,1.761,Lincoln,AL,35096
A-4940803,2,0.022,Elgin,SC,29045-8723
A-1501962,3,0,Woodbridge,VA,22191
A-6918267,2,0.314,Sacramento,CA,95838
A-3152957,3,0,Parsippany,NJ,07054
A-6516737,2,0.403,Los Angeles,CA,90015
A-5575390,2,0.304,Union,NJ,07083
A-2593439,2,0,Raleigh,NC,27610
A-4907922,2,0.752,Halifax,PA,17032-8300
A-789268,2,0,Discovery Bay,CA,94505
A-1645738,2,0,Norristown,PA,19403
A-1872352,2,0,Union City,CA,94587
A-1002272,3,0,Champaign,IL,61822
A-3051096,2,0,Chatham,NY,12037
A-7339694,2,0.161,Corona,CA,92882
A-7537473,2,0,Chattanooga,TN,37408
A-346603,3,0.01,San Diego,CA,92111
A-4329496,2,0.303,Orlando,FL,32821-5408
A-742724,3,0,Phoenix,AZ,85043
A-1141881,2,0,Henrico,VA,23231-4056
A-4186248,2,1.058,Grand Terrace,CA,92313
A-4880701,2,0.993,Minneapolis,MN,55414
A-3820915,2,0.236,Dixon,CA,95620
A-1552837,2,0,Saint Paul,MN,55119
A-2176597,2,0,Brewster,NY,10509
A-7159994,2,0.026,Mira Loma,CA,91752
A-4060503,2,1.243,Austin,TX,78727
A-7353884,2,0,Sacramento,CA,95837-1108
A-219848,3,0,Bronx,NY,10452
A-3414972,2,0.507,San Jose,CA,95116
A-7197939,1,0,Phoenix,AZ,85008
A-7683580,4,0.239,Sacramento,CA,95833
A-5287672,2,4.806,North Augusta,SC,29841
A-6524817,2,0.063,Fresno,CA,93703-3124
A-4045645,2,0.015,Jacksonville,FL,32207
A-5063163,2,0.274,Ridgefield,NJ,07657
A-1483656,3,0,Fairfield,CA,94533
A-3810951,2,2.761,Los Angeles,CA,90023
A-76885,2,0,Porter Ranch,CA,91326
A-7128498,3,0.185,Los Angeles,CA,90018
A-5007190,2,0.065,Compton,CA,90220-5110
A-2008716,2,0,Washington,NJ,07882-2124
A-998194,2,0,York,PA,17403-4945
A-1756531,2,0,Flint,MI,48505-4005
A-3597894,2,0.011,Charlotte,NC,28227-1935
A-794539,2,0,Allen,TX,75013
A-6784070,2,4.409,Fair Oaks,IN,47943
A-2614817,3,0,Houston,TX,77022
A-6757459,2,0.058,Virginia Beach,VA,23452-2804
A-2926243,2,0,Charlotte,NC,28216-4023
A-6513705,2,0.503,Chino,CA,91710-3057
A-6401062,2,2.5810000000000004,Lutherville Timonium,MD,21093
A-5715932,2,1.567,La Puente,CA,91746
A-7499844,2,3.095,Baker City,OR,97814
A-3244828,3,0,Sacramento,CA,95811
A-1638769,3,0,Philadelphia,PA,19125
A-5158316,2,0.277,Minneapolis,MN,55404-4402
A-3639911,2,0.875,Mercer Island,WA,98040
A-7638929,4,0.386,Norwalk,CA,90650
A-2960130,2,0,Austin,TX,78702-3426
A-7105413,2,0,Cottonwood,CA,96022
A-6654954,2,1.13,Pittsburgh,PA,15205
A-1088738,2,0,Spicewood,TX,78669-2645
A-4094360,2,0.293,Rockaway,NJ,07866
A-3866153,2,1.999,Sanford,FL,32771
A-498435,3,0,Tampa,FL,33607
A-4284740,2,0.008,Burnsville,MN,55337
A-6035796,2,7.723,Vinton,LA,70668
A-2193931,2,0,Atlanta,GA,30315
A-1912405,2,0,Aynor,SC,29511
A-2072036,3,0.8299999833106995,Mountlake Terrace,WA,98043
A-2953751,3,0,Orlando,FL,32804
A-5021548,2,0.114,Los Angeles,CA,90022
A-3574305,2,0.545,Providence,RI,02908
A-5374786,2,0.503,Springfield,MO,65802-4514
A-6878404,2,0.082,Saint Petersburg,FL,33705-3542
A-1520144,2,0,Dallas,TX,75224-4411
A-2945822,3,0,San Jose,CA,95110
A-4963934,2,0.095,Orlando,FL,32819
A-4038343,2,0.085,Pensacola,FL,32506-2940
A-1722297,3,0,Cottondale,AL,35453
A-2676235,2,0,Houston,TX,77096
A-2712744,2,0,Highland Park,IL,60035
A-7381452,2,0,Los Angeles,CA,90022
A-6698256,2,0.7040000000000001,Grand Rapids,MI,49508-1309
A-793325,4,4.980000019073486,Summerville,SC,29483
A-1466654,3,0,Weyers Cave,VA,24486
A-2559465,2,0,Los Angeles,CA,90012
A-2375070,3,0,Bronx,NY,10457
A-2549875,2,0,Phillipsburg,NJ,08865-2155
A-5478042,2,1.126,Leesburg,VA,20175
A-5087801,2,0.531,Hialeah,FL,33016
A-5287547,2,0.8140000000000001,Parsippany,NJ,07054
A-1221561,2,0,Oklahoma City,OK,73128-1632
A-2746431,3,0,Davis,CA,95616
A-4955276,2,0.146,Redding,CA,96002
A-2562091,2,0,Lake Saint Louis,MO,63367-4004
A-5491879,2,0.767,Frazier Park,CA,93225
A-4960405,2,1.735,Ypsilanti,MI,48198
A-1544283,2,0,Austin,TX,78729-2744
A-536943,3,0,Baltimore,MD,21230
A-6123019,2,0.072,Hialeah,FL,33018-1741
A-1760747,3,0,Saint Louis,MO,63146
A-5913650,2,2.964,Ashland,VA,23005
A-2682107,3,0,Sarasota,FL,34241
A-4137060,2,0.632,Indianapolis,IN,46250
A-1707247,2,0,Littleton,CO,80123
A-6847956,2,0.557,Alhambra,CA,91803
A-4628999,2,2.013,Stockton,CA,95219
A-2135254,3,0,Bronx,NY,10452
A-5901560,2,1.157,Howey in the Hills,FL,34737
A-5078053,2,0.604,Corte Madera,CA,94925
A-4015323,2,3.025,Atlanta,GA,30345
A-4988829,2,0.008,Sacramento,CA,95823
A-5157185,2,0.034,Parsippany,NJ,07054
A-759911,3,0,Burbank,CA,91504
A-2654926,2,0,Los Angeles,CA,90002-1845
A-4322982,2,0.125,Bronx,NY,10451
A-164575,2,0,Omaha,NE,68127-1733
A-6040081,2,0.926,Raleigh,NC,27617
A-2382123,2,0,Chesapeake,VA,23324
A-3954205,2,0.365,Belle Vernon,PA,15012-4545
A-1949157,2,0,Garner,NC,27529
A-672619,2,0,Scottsdale,AZ,85260
A-3444850,2,0.926,Overland Park,KS,66210
A-6574623,2,3.537,Atlanta,GA,30315
A-5701781,2,0.049,Stockton,CA,95210-4122
A-2395539,2,0,Brandon,MN,56315
A-2094201,2,0,Collegeville,PA,19426-1834
A-2003447,2,0,Brea,CA,92821
A-6275852,2,0.302,Leesburg,VA,20176
A-3844177,2,0.203,Harleysville,PA,19438-2221
A-649606,3,0,Chicago Heights,IL,60411
A-6866109,2,0.12,Anderson,CA,96007
A-1425921,3,0,Los Angeles,CA,90040
A-2890438,2,0,West Columbia,SC,29169
A-1343384,3,0,Virginia Beach,VA,23452
A-6373423,2,0.242,Fort Myers,FL,33908-5116
A-5119290,2,0.062,Dothan,AL,36303-3052
A-5701862,2,1.463,Hopland,CA,95449
A-4982848,2,0.852,Anaheim,CA,92801
A-3070855,3,0,Provo,UT,84601
A-3843782,2,2.647,Goodrich,TX,77335
A-2869852,2,0,Theodore,AL,36582-9402
A-1685034,2,0,Brentwood,NY,11717
A-2924958,2,0,Los Gatos,CA,95033
A-4939421,2,0.879,Lenexa,KS,66215
A-2837457,3,0,San Antonio,TX,78210
A-470852,2,0,Elgin,IL,60123
A-4302490,4,0.117,Englishtown,NJ,07726-8391
A-4789994,2,0.042,Winston-Salem,NC,27101-5558
A-2433260,3,0,Ladson,SC,29456
A-1522105,2,0,Memphis,TN,38128
A-6246279,2,0.136,Brandon,FL,33511
A-3309509,3,0,Woburn,MA,01801
A-998089,3,0,Irvington,NJ,07111
A-6596110,2,0.6629999999999999,Norfolk,VA,23502
A-3029194,3,0,El Monte,CA,91731
A-6422143,4,0.799,Canastota,NY,13032
A-1842252,3,0,Springfield,VA,22151
A-2366142,2,0,York,SC,29745-7356
A-7272233,2,0,San Diego,CA,92108
A-369021,2,0.01,Flint,MI,48532-4184
A-7679418,2,0.177,Kearny,NJ,07032
A-1230322,3,2.450000047683716,Chicago,IL,60646
A-7021939,2,0,Richmond,VA,23223
A-2378491,2,0,Austin,TX,78745-5323
A-1722824,3,0,Livermore,CA,94550
A-79141,3,0,Long Beach,CA,90805
A-7494268,2,0.136,Eugene,OR,97405
A-3538848,2,0.5379999999999999,Lake Forest,CA,92630
A-2302464,2,0,Houston,TX,77096
A-7721234,2,0.259,Bronx,NY,10472
A-1042791,2,0,Baton Rouge,LA,70810-1688
A-808205,2,0,Raleigh,NC,27607
A-4560190,2,0.228,Antioch,TN,37013-2330
A-7124859,3,0,Wall Township,NJ,07753-6922
A-5497892,2,0.609,Miami,FL,33155-1602
A-2479570,3,0,Spartanburg,SC,29301
A-5527259,2,0.082,Bradenton,FL,34207-2861
A-5123639,2,0.01,Whitefish,MT,59937
A-2503033,2,0,El Paso,TX,79936
A-6831584,2,1.156,Comstock Park,MI,49321
A-5248541,2,0.636,Hialeah,FL,33018
A-3941583,2,5.271,Whittier,CA,90601
A-6879790,2,0.932,Annapolis,MD,21401
A-3624814,3,0.515,Denton,TX,76205
A-4143501,2,0.124,Big Sky,MT,59716
A-5095702,2,0.263,Reno,NV,89512
A-1607435,3,0,Brooklyn,NY,11211
A-373747,2,0.01,Clifton,NJ,07013
A-2910600,2,0,Davidson,NC,28036-8757
A-5881503,2,0.215,Houston,TX,77041
A-4350439,2,0.371,Dayton,OR,97114
A-200292,2,0.01,New York,NY,10002
A-4582546,2,0.034,Columbia,SC,29210
A-1296848,3,0,Miami,FL,33136
A-5486485,2,0.007,Bakersfield,CA,93308
A-4269671,2,2.171,West Covina,CA,91791
A-4700361,2,0.118,Brooksville,FL,34602
A-7272347,2,0,Dodge Center,MN,55927
A-1387572,3,0,Nashville,TN,37207
A-2391815,2,0,Medical Lake,WA,99022
A-854886,2,0,Union,NJ,07083
A-1300718,2,0,Palm Harbor,FL,34684-3112
A-1645355,2,0,Los Angeles,CA,90045
A-5225121,2,0.282,Columbia,SC,29203
A-3214594,3,0,Dallas,TX,75229
A-5373831,2,0.036,Whittier,CA,90606
A-4824410,2,0.123,Chino,CA,91710-3349
A-1605825,3,0,Enoree,SC,29335
A-5880185,2,0.471,Nashville,TN,37201-2204
A-420049,3,0.01,Shrewsbury,MA,01545
A-2546498,2,0,Willowbrook,IL,60527-5353
A-5744320,2,0.03,Molino,FL,32577
A-5036007,2,6.683,Bridgeport,MI,48722
A-6538395,2,0.018,Hornbrook,CA,96044
A-3814741,2,7.615,Houston,TX,77092
A-885862,2,0,Thomasville,PA,17364
A-4483827,2,0.067,Miami,FL,33165-2202
A-1033920,2,0,Anaheim,CA,92801
A-4690925,2,0.362,Hatboro,PA,19040-1714
A-7619330,2,0.639,Albuquerque,NM,87109
A-1343691,2,0,Greenville,SC,29607-5928
A-4810037,2,0.428,Ambler,PA,19002-2929
A-2034654,2,0,Omaha,NE,68142
A-1186524,2,0,Mariposa,CA,95338-9601
A-6048049,2,0.7440000000000001,Lansing,MI,48912
A-800860,2,0,Fort Myers,FL,33908
A-7628298,2,0.397,South Amboy,NJ,08879
A-6379779,2,0.015,Newman,CA,95360
A-5013158,2,0.025,Los Angeles,CA,90059-3508
A-3593084,2,0.254,Corona,CA,92882
A-2762370,2,0,Tracy,CA,95391-8978
A-2863635,3,0,Brewster,NY,10509
A-4647520,2,0.998,Corning,IA,50841-8052
A-7427176,2,0.303,Baton Rouge,LA,70805
A-2264595,2,0,Grove City,OH,43123
A-7271779,2,0.007,Santa Clara,CA,95054
A-3703033,2,0.103,Astoria,NY,11103
A-7583266,2,0.476,Springfield,VA,22150
A-2264223,2,0,Leominster,MA,01453-2050
A-3023872,3,0,Lebec,CA,93243
A-2752384,2,0,Newhall,CA,91321
A-4603099,2,2.202,Canastota,NY,13032
A-5643582,2,2.144,Germantown,MD,20876
A-4859619,2,0.899,Shepherdsville,KY,40165
A-757310,3,0,Atlanta,GA,30309
A-7450104,2,0.319,Los Angeles,CA,90012
A-4314827,2,2.616,Garryowen,MT,59031
A-118235,3,0.01,Melbourne,FL,32904
A-2426536,3,0,Bellevue,WA,98004
A-1020730,2,0,Spring Hill,FL,34609
A-5844071,2,0.156,Raleigh,NC,27612-3803
A-1240495,3,1.25,Los Angeles,CA,90040
A-7077796,2,0,Woodstock,GA,30188
A-5260382,2,0.602,Saint Louis,MO,63105
A-4006074,2,1.466,South Amana,IA,52334
A-7253164,2,0,Springfield Gardens,NY,11413
A-2289201,3,0,Redwood City,CA,94062
A-6737264,2,3.28,Batavia,NY,14020
A-3261963,3,0,Piedmont,SC,29673
A-5974357,2,0.087,Bealeton,VA,22712
A-580223,1,0,Lisle,IL,60532-1608
A-4967041,2,1.013,Garden Grove,CA,92843
A-7200174,2,0,Lansdale,PA,19446-4242
A-7024657,2,0,Fort Worth,TX,76134
A-3446868,4,1.4680000000000002,Hartford,CT,06120
A-1161275,2,0,Glendale Heights,IL,60139
A-5477241,2,0.696,Rosamond,CA,93560
A-3639704,2,0.31,Anaheim,CA,92806
A-2602690,2,0,Holly Springs,NC,27540-8416
A-4081056,2,7.129,El Monte,CA,91732
A-5536869,2,0.585,San Diego,CA,92108
A-1544444,3,0,Casa Grande,AZ,85193
A-7179807,3,0,Staten Island,NY,10309-1223
A-2582164,2,0,Lees Summit,MO,64086-9395
A-3797592,2,0.158,Kissimmee,FL,34758-1702
A-2438562,2,0,Rochester,NY,14615-2907
A-11886,2,0,Tracy,CA,95377
A-6477160,2,0.193,Wichita,KS,67213
A-3651486,2,0.038,Los Angeles,CA,90023
A-7030256,2,0,Dayton,OH,45414
A-4174997,2,0.267,Houston,TX,77075
A-2925136,2,0,Corona,CA,92879
A-3401604,3,0,Tampa,FL,33609
A-7513888,2,0.229,Springfield,MA,01105
A-11924,2,0.01,Royal Oaks,CA,95076-5220
A-3139080,2,0,Pflugerville,TX,78660
A-3391928,2,0,Flint,MI,48504-2036
A-3893297,2,0.6859999999999999,West Union,SC,29696-3714
A-4525791,2,0.229,Exton,PA,19341-1744
A-6014254,2,1.4240000000000002,Baton Rouge,LA,70816
A-1420478,3,0,Tampa,FL,33607
A-254702,2,0,Wyncote,PA,19095-2916
A-7276806,2,0.012,Sacramento,CA,95815
A-2466660,2,1.4500000476837158,Saint Paul,MN,55107-1211
A-6632617,2,0.405,Plainville,CT,06062
A-2232179,2,0,Denver,CO,80239
A-3272475,2,0,Oklahoma City,OK,73118
A-162611,2,0,Omaha,NE,68106
A-3291303,2,0,Rochester,NY,14611
A-4297140,2,1.839,Chandler,AZ,85224
A-4055811,2,3.442,Chicago,IL,60603
A-323880,2,6.78,Mitchellville,IA,50169
A-5307776,2,5.151,Boynton Beach,FL,33435
A-5436783,2,0.381,North Miami,FL,33168-3714
A-5252554,2,0.173,Coral Gables,FL,33134-1962
A-5545289,2,0.6709999999999999,Charlotte,NC,28208-6411
A-1086230,2,0,Lafayette,LA,70508-6914
A-5219239,2,0.068,Clermont,FL,34711-8051
A-4754760,2,0.443,Bakersfield,CA,93307
A-3208488,2,0,Omaha,NE,68110
A-1414531,2,0,Newberg,OR,97132-6534
A-3204575,2,0,Greenville,SC,29607-4238
A-2163055,3,0.6899999976158142,Menifee,CA,92584
A-5095964,2,0.096,Brooklyn,NY,11218
A-7665092,2,0.725,San Jose,CA,95132
A-1530019,2,0,Davidsville,PA,15928
A-5029416,2,0.007,Austin,TX,78750-1080
A-6061799,2,0.049,Rancho Cucamonga,CA,91701
A-1511453,2,0,Rochester,NY,14611-4122
A-536459,2,0,Medina,OH,44256
A-7448311,2,0.141,Helper,UT,84526
A-4208937,2,0.359,Riverside,CA,92507
A-6730651,2,0.066,Orlando,FL,32822
A-1437528,2,0,Grand Rapids,MI,49508-7557
A-175345,2,0,Roselle,IL,60172-1650
A-3085777,3,0,Cincinnati,OH,45215-4306
A-4551497,2,0.561,Tucson,AZ,85705
A-1941924,2,0,Commack,NY,11725-5708
A-6951281,2,0.009,Nashville,TN,37203
A-2247242,3,0,Silver Plume,CO,80476
A-3713059,2,0.758,Washington,PA,15301
A-313091,2,0,Bothell,WA,98012
A-2831636,2,0,Fresno,CA,93722
A-4920172,2,0.028,Raleigh,NC,27604-2908
A-1601346,3,0,Louisville,KY,40214-1506
A-5763426,2,0.62,Cosmos,MN,56228
A-529323,1,0,Alamo,CA,94507
A-5990225,4,1.607,Charlotte,MI,48813
A-306428,2,0,Austin,TX,78759
A-1643330,2,0,Thornton,NH,03285-6386
A-7488242,2,0,Paradise,CA,95969
A-4888999,2,1.172,Baker,LA,70714-6309
A-649051,2,0,Oakland,CA,94605
A-4219744,2,1.941,Trout Run,PA,17771
A-3281400,2,0,Oklahoma City,OK,73135-1042
A-7748599,3,1.253,Colorado Springs,CO,80923
A-6325570,2,0.152,Sellersburg,IN,47172
A-3809998,2,1.7,Naples,FL,34119
A-7345934,2,0,Milpitas,CA,95035
A-4527294,2,0.609,Bradenton,FL,34203
A-6276440,2,3.111,Newport News,VA,23603
A-3595637,3,0.369,Saint Peters,MO,63376
A-4742113,2,0.03,Mira Loma,CA,91752
A-7699185,2,0.254,San Diego,CA,92103
A-5530315,2,0.472,Lake Butler,FL,32054
A-281670,2,0.01,Austin,TX,78744
A-4628515,2,2.056,Crockett,CA,94525
A-4779676,2,1.68,Indianapolis,IN,46218-3760
A-75923,3,0.01,Mission Viejo,CA,92691
A-4941035,2,0.415,Midlothian,VA,23113
A-2660725,3,0,Los Angeles,CA,90034
A-4636461,2,0.374,Darlington,SC,29532-8648
A-2690323,2,0,Hinsdale,IL,60521-3415
A-7501232,2,0.8290000000000001,Miami,FL,33126
A-5474625,2,0.128,Charlotte,NC,28217-2526
A-6363980,2,0.6759999999999999,Temecula,CA,92590
A-2630864,2,0,Lutz,FL,33558-8486
A-1512193,2,0,Duncan,SC,29334
A-1356999,2,0,Saugerties,NY,12477-5107
A-1985944,2,0,Tempe,AZ,85283-3247
A-7065814,2,0.023,Highlands,NJ,07732
A-6617068,2,1.426,Norwalk,CT,06851
A-2021378,3,0,Alamo,CA,94507
A-3999230,2,0.033,Ridgeway,VA,24148
A-1360980,3,0,Fredericksburg,VA,22408
A-2755574,2,0,Flint,MI,48504
A-4975500,2,3.107,Grantville,PA,17028-8249
A-5520460,2,0.529,Occoquan,VA,22125
A-1684924,2,1.7699999809265137,Clarkston,MI,48348
A-1410443,3,0,West Stockbridge,MA,01266
A-6945458,2,0.011,Orlando,FL,32822-5022
A-4024684,2,0.412,Livermore,CA,94551
A-5130128,2,0.028,North Fort Myers,FL,33917
A-4221229,2,0.228,Pasadena,TX,77506
A-6066322,2,0.056,Charlotte,NC,28210
A-5666990,2,0.143,Orlando,FL,32809-6908
A-7320926,2,0,The Dalles,OR,97058
A-2190460,2,0,Myrtle Beach,SC,29588-6109
A-3766008,2,0.044,Easley,SC,29640-9261
A-5746496,2,2.406,Oxon Hill,MD,20745
A-3220587,2,0,Pawleys Island,SC,29585-7797
A-888604,3,0.1599999964237213,Denver,CO,80204
A-7235907,2,0,Sixes,OR,97476-9728
A-1331423,2,0,Seneca,SC,29678-1142
A-2017273,2,0,Charlotte,NC,28277-8704
A-5373537,2,8.859,Los Angeles,CA,90023
A-1683162,2,0,Lee,MA,01238
A-3207706,2,0,Charlotte,NC,28217-3302
A-1637711,3,0,Livermore,CA,94550
A-5512447,2,0.136,Miami,FL,33142-5051
A-1297182,2,0,Sherman Oaks,CA,91403
A-5725046,2,0.261,Riverside,CA,92507
A-1993510,3,0,Dallas,TX,75234-5919
A-2417828,3,0,Phoenix,AZ,85040
A-6875640,2,0.877,Atlanta,GA,30309
A-5372671,2,0.259,Miami,FL,33186
A-6028006,2,0.8859999999999999,Frederick,MD,21701
A-1968497,3,0,Birmingham,AL,35235
A-1263869,3,0,Parsippany,NJ,07054
A-466775,2,0,Jupiter,FL,33478
A-5661720,2,0.189,Sausalito,CA,94965-1441
A-2401601,2,0,Hurst,TX,76053
A-7226886,3,0.22,Worth,IL,60482
A-4577336,2,0.082,Nashville,TN,37211
A-362789,2,0.01,North Augusta,SC,29841
A-3649604,4,1.311,Dundee,OR,97115-9022
A-1656254,3,0,Westport,MA,02790
A-2378660,3,0,Dallas,TX,75229
A-4323448,2,1.056,Jacksonville,FL,32258
A-5435263,2,0.25,Highland,CA,92346
A-7385522,2,0,Los Angeles,CA,90001-2530
A-484358,3,0.01,Dallas,TX,75208
A-2834717,2,0,Miami,FL,33125
A-947862,3,0,Phoenix,AZ,85004
A-7506071,3,0.386,San Francisco,CA,94134
A-4544233,2,1.873,Bronx,NY,10453
A-700364,2,0,Scottsdale,AZ,85258
A-7643055,2,0.698,Madison,TN,37115
A-2577770,2,0,Tucson,AZ,85713-5053
A-2000502,2,0,Haverhill,MA,01830-6201
A-6858370,2,0.204,Sherman Oaks,CA,91403
A-1906491,2,0,Nashville,TN,37205
A-1252433,2,0.9100000262260436,Reading,PA,19611
A-2527583,2,0,Madison,WI,53711
A-328387,3,0.01,Albany,NY,12205
A-3275639,3,0,Saint Paul,MN,55113
A-4668650,2,1.82,Los Angeles,CA,90021
A-6008642,2,0.012,Long Beach,CA,90808
A-3852677,2,0.011,Fort Myers,FL,33919
A-2544214,3,0,Phoenix,AZ,85043
A-3542785,3,1.121,El Monte,CA,91731
A-7232793,2,0,Downey,CA,90241
A-4819041,4,1.818,Westfir,OR,97492
A-5547135,2,0.273,Brentwood,TN,37027
A-943084,3,0,New Orleans,LA,70126
A-5076664,2,0.146,Ridgeway,VA,24148
A-7567270,2,0.961,Cleveland,OH,44130
A-2044410,3,0,York,PA,17402
A-5706427,2,0.488,Lowell,NC,28098
A-4214603,2,0.39,Bradenton,FL,34203-4308
A-4477727,2,0.3720000000000001,Kissimmee,FL,34759
A-2144586,3,0,San Diego,CA,92182
A-4690208,2,1.452,Pulaski,VA,24301
A-6533446,2,0.291,Des Moines,IA,50313
A-2550349,2,0,Roanoke,VA,24011
A-2654471,2,0,Austin,TX,78704
A-7709576,2,0,Redwood City,CA,94062
A-2973627,3,0,Saint Louis,MO,63117
A-342031,3,0.01,Oakland,CA,94607
A-3581564,2,0.476,Roseville,MI,48066
A-5440193,2,0.883,Anaheim,CA,92808
A-7205843,2,0,Valley Village,CA,91607
A-5497167,2,0.284,Louisville,KY,40207
A-5736449,4,0.283,Wilmington,NC,28411-6878
A-7593238,2,0.477,Pawtucket,RI,02860
A-5537442,4,0.231,Newark,CA,94560
A-1856063,2,0,Charlotte,NC,28213-7109
A-2721254,2,0,Elgin,IL,60123-5528
A-1527134,2,0,Richmond,VA,23227-1163
A-3735894,2,0.758,New Orleans,LA,70129
A-414548,3,0.01,Duluth,GA,30096
A-368486,2,0,Flushing,MI,48433-9732
A-1939899,2,0,Charlotte,NC,28217-1204
A-2536281,2,0,Linden,MI,48451-8608
A-6917762,2,0.084,San Francisco,CA,94107
A-771627,2,0,Mount Dora,FL,32757
A-6731107,2,0.6409999999999999,Brooklyn,NY,11231
A-5029061,2,0.613,Newark,NJ,07105
A-2291081,3,0,Clarkston,MI,48348
A-3184657,3,0,Saint Paul,MN,55128
A-3513267,2,0.703,American Fork,UT,84003
A-752761,2,0,Taylorsville,UT,84129-1110
A-6199973,2,0.303,Saint Cloud,MN,56303
A-6915235,2,0.7190000000000001,Phoenix,AZ,85021
A-1864901,2,0,Spring,TX,77381
A-6711969,2,0.124,Miami,FL,33162-3622
A-4971509,2,0.175,Lancaster,CA,93536-3148
A-423966,2,0.01,Columbus,OH,43207
A-6995296,2,0,Montebello,CA,90640
A-6902716,2,0.112,March Air Reserve Base,CA,92518
A-2560114,3,0,Harleyville,SC,29448
A-6044335,2,0.457,Baton Rouge,LA,70815-5501
A-3644939,3,0.244,Des Plaines,IL,60018
